PC1,PC2,cluster
-0.04248462368362635,0.23778150792083994,3
0.5717544893269106,0.8154900999214836,3
-0.23586853883567316,-0.2481175048780537,2
1.748510591860065,0.06945858795463125,1
0.6362478746524093,-0.10600131825729228,1
0.05430324831078687,0.9265452194516233,0
0.6261957123338405,-0.3243734158138513,1
1.6928130611030927,0.15585977742244797,1
1.3807232909825216,-0.09110527283236206,1
0.4656476214432924,0.993071208695683,3
0.08975035661826253,0.5859160383232976,3
-0.1931816235890654,-0.10266179602205733,2
1.588670739377904,0.3213684487779441,1
0.9559338741974246,0.751388145577672,3
0.2070628942469787,-0.5323886372470126,1
0.077144523480324,0.10984359512878786,0
1.0180371790453222,0.28543153829232915,1
1.503238640223157,0.27189053424567977,1
-0.44630389971905077,0.6013791537124984,3
-1.0610669760556517,-0.31330333658709614,2
-0.2997945546301388,-0.056452781706556855,2
-0.13834629833046147,0.5151633766761153,0
-0.881199025424176,0.7448079626766191,3
1.6205462194911693,-0.2206969338916361,1
0.17729038395307495,0.4651021569908653,0
-0.3111413515820418,-0.12298961113608373,0
0.6279273419856131,-0.6553987566685492,1
1.523873189590189,0.1335367479093347,1
-0.37781232041900964,-0.19606495449127187,0
-0.4647591729693756,0.559339609567848,0
0.1292951738933712,-0.4407038747419629,2
-1.0788876114333084,0.47095682242240505,0
1.224955117943636,-0.8398439281840069,1
1.452642208425159,-0.24174493829794017,1
1.073997837051503,-1.1922882883125978,1
1.3013396760649805,-0.4371479632523238,1
-0.11027716807982305,0.5913095803556905,3
0.8322165284294452,0.619752843816065,3
-0.27035519597717567,-0.31472928510623144,0
1.7638037960017645,-0.13268711740770964,1
-0.2922148643904653,0.8915453361266206,3
-0.34117317298805255,0.9058106457412431,3
-0.39489444337664864,-0.8225474897542355,2
-1.0365468943787954,0.3186273210515368,0
-0.41042193990620846,0.3771749698909054,3
0.3139214147299916,-0.06681550117249427,1
0.3957079525089967,-0.86448065667485,1
-0.24506340390843856,0.10806897632514242,2
0.6492388409974892,0.9376021179194579,3
-0.06320798374763087,-0.6483967807853007,2
0.6123199198974392,0.5971862368463267,3
1.9389814991444012,0.01755986884610796,1
0.6302671847107217,0.0996213427195167,3
-0.2032810854290467,0.43042698836002896,3
1.5710690996827086,0.14359505818450594,1
0.299588064664195,0.42173248590909185,3
-0.5651218878493917,0.11822230719741736,2
0.7044255046547157,0.018184122282440728,1
1.8659027394610754,0.1469004180854199,1
0.6820630037677501,0.8541120753307966,3
0.11948798344167,1.6476419779217262,3
0.9460353261938577,0.6838342926396641,1
1.9757699911778717,0.356223188170536,1
0.8129289048045037,-1.1548597787883776,1
-0.14961980267985375,-0.7441980529762833,2
-0.030559680273056777,0.7347365474226537,3
1.0031951820456533,0.6915346237949405,3
-0.853803089926387,-0.563618485578902,2
-0.15088486392258726,1.387894373604456,3
1.6990299141364276,-0.5540331762817784,1
-0.032609441731688116,1.179955300343337,3
0.35103542707628443,1.4868039429933757,3
0.1050758919527115,0.0657342532336414,0
-0.4690177797683681,0.9084733306735335,3
0.6596009259798471,-0.10712912364830804,1
0.13933154992266483,0.554714294481283,3
0.804226516702317,-0.3299498688758546,1
0.23428132407578128,0.33448455639007124,0
1.5466909378565499,0.055875713671898496,1
1.4290667721403594,-0.17093402877524164,1
-1.097814696615143,0.6292520139443611,0
-0.07652516373250062,1.5427859147505443,3
0.020938633470200252,-0.18170083319779629,2
1.862466656986779,-0.10759617732409973,1
0.5260511061200243,1.0847884999082091,3
0.9468592217727041,0.3214400485719221,1
-0.11881962669366664,-0.7240145760841183,2
0.8420181897247114,0.25014268462540645,3
0.10626908465910534,0.7649301415261122,0
1.3524484318721515,-0.5692542100807532,1
-0.1487972232140391,-1.0192547482906855,2
0.37470147098244944,0.43399941247821344,3
1.2028472365600964,-1.4015518004825573,1
1.2530777674113474,0.08907773233109387,1
0.8477753014423492,-0.3390113470515926,1
1.448367471355718,-0.9917119567773227,1
1.6184492761484532,0.7131021688760466,1
